"text","label"
"My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD","negative"
"#AAPL:Apple Inc. (AAPL): Is The Run Over?...http://t.co/Tv2iXZ2r92","neutral"
"@apple your chargers suck ass! They just love to break!","negative"
"3 More #AppleWatch Details Exposed #aapl http://t.co/PEvFaMKC8O","neutral"
"@Apple deleted users' non-#iTunes music and didn't tell them about it http://t.co/UyT2ePDlTw via @Appy_Geek #apple #music","negative"
"http://t.co/VB6Rl78rso""","neutral"
"#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM","negative"
"@ATTCares I want to stay with @Apple  me and @SamsungMobile don't get along","positive"
"Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc","positive"
"#AAPL:Apple Donating Portion of Profit to Fight Against AIDS...http://t.co/BR05N1U3Qr","positive"
"Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ","negative"
"Is Apple The Most Important Stock On Earth?  http://t.co/xylQ5d5JN5 #aapl http://t.co/PwxjC5o8Q8","neutral"
"@wearsy on apple you seem to need a us bank card to do that.  @apple I hate you","negative"
"Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.","negative"
"Here Are The Main Differences Between #Apple #CarPlay And #AndroidAuto #aapl #goog http://t.co/1tqUbuZK9R http://t.co/c9m05WejYx","neutral"
"Certified by @Zebra.  Partnered with @Apple Business.  Collaborated with @SAP.  Now... http://t.co/02MVhmiOLn","neutral"
"well imessage doesn't work thanks @apple","negative"
"#AAPL:A Lawsuit Asks Whether Apple Used iTunes For Price-Fixing...http://t.co/0KxPhCf28K","neutral"
"God damnit man!""","negative"
"FUCK YOU @Apple","negative"
"Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza","positive"
"CNBCTV: #Apple heads to trial #aapl http://t.co/d0AFg0lQIY","neutral"
"@apple ur products are shit they break 24/7 ur ruining my life","negative"
"@radbarakat @Apple i dOMT THINK SO","negative"
"Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.","negative"
"I thought this shit was suppose to be gorilla glass @apple","negative"
"@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.","neutral"
"Thanks @Apple store @RobinaTC for helping me out with my iPhone today! Great service with a smile. #Apple","positive"
"CNBC TV:  Day 2: #Apple antitrust trial http://t.co/FjfBE4VQqI #aapl","neutral"
"Did anyone update their Yosemite? My macbook is running like shit. @apple #apple","negative"
"RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww","neutral"
"http://t.co/P66pCgDlij""","neutral"
"Apple Inc. (AAPL) iPhone 6 Sales Dent Android Market Share http://t.co/Nbo2TPoG3v #AAPL","neutral"
"YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW","negative"
"Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx","negative"
"Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support [Mac Blog] http://t.co/Sofxp2HvlB #AAPL","neutral"
"@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!","negative"
"Fuck you @apple","negative"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative"
"http://t.co/aCM2UjwbFc""","neutral"
"@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.","negative"
"http://t.co/uJUZ2SWqgD http://t.co/5dJC9KeUqP""","neutral"
"Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd","negative"
"RT @marisalovexox: My phone went from 78% to 21% @apple please tell me how that is mathematically possible","negative"
"@Apple accused of deleting songs from #iPods without users' knowledge http://t.co/hujK0yawTO","negative"
"@apple thanks for making the shittiest chargers","negative"
"Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???","negative"
"Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple","negative"
"@renoxalex @Apple or hang loose ???","neutral"
"@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !","negative"
"@apple U need to get ur fucking shit together and let me txt while on YouTube","negative"
"@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f","negative"
"Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT","neutral"
"@Apple iSchool? http://t.co/Wh7sh5uDov #education @applenws","neutral"
"@Apple needs an iCreep app","neutral"
"RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.","positive"
"http://t.co/Eyv06mibko""","neutral"
"https://t.co/8CBUgrEHZS""","neutral"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative"
"http://t.co/T9btLKHl74""","neutral"
"@swerviinnn @Apple you are very hostile tn","negative"
"FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE","negative"
"Why are your phone chargers so terrible @apple Fix this @Jesus","negative"
"http://t.co/ARjJvuI3b6""","neutral"
"@Apple fix your ios8 garbage software mix in an update ASAP","negative"
"FUCK @apple","negative"
"@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.","negative"
".@Apple &amp; @Google At Work: The Enterprise Challenge - Julie M. Anderson via @InformationWeek http://t.co/HRhlCh1Qnh http://t.co/FebdhGw6Rq","neutral"
"http://t.co/GUC5yr4cMf""","neutral"
"my laptop battery went straight from 60% to 3% @apple","negative"
"@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE","negative"
"My office for today #RemoteSupport #TechLife @Apple http://t.co/IY0xAufNTP","neutral"
"#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.","neutral"
"when this  iwatch finna drop fam @apple","neutral"
"@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?","neutral"
"http://t.co/pxOoOAKuy8""","neutral"
"http://t.co/od40Ru1XvE""","neutral"
"@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address","negative"
"Just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder http://t.co/Op8YZAOJk0","negative"
"Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL","negative"
"#edgf14 Jane Horvath (director of global #privacy @Apple) is speaking","neutral"
"TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg","neutral"
"Just need to save money for Android""","neutral"
"http://t.co/vPvSHOQS47""","neutral"
"Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod","neutral"
"ive literally gone through 5 iPhone 5 cords in a little over a year @apple fix this you all suck","negative"
"#iscuba 360 degree camera rig cloud mobile gamed to surface #imask @Google @padi @Apple @Samsung @HTC #underwaterwearables #cardboard #pivot","neutral"
"@Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE","neutral"
"#AAPL:4-inch iPhone 6: Five Reasons Apple Won't Make It...http://t.co/pZaHEFQWLo","neutral"
"I have no more storage left. Fuck you @apple","negative"
"@DannyRosin @Apple Agreed!","neutral"
"@OneRepublic @Apple So amazing","positive"
"Your iPad game just got shut way down. Like 24K gold way down. http://t.co/Gfcw8Ta0wS (cc: @Apple)","negative"
"why the fuck are all my messages being sent through my email and not phone number @apple","negative"
"I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh","negative"
"@OneRepublic @Apple Working hard for album 4","neutral"
"http://t.co/L5rxeW2zKp""","neutral"
"Great FCP X update from @apple today. That will do nicely! #video # editing","positive"
"That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK","negative"
"@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.","negative"
"My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple","negative"
"Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple","negative"
"Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF","neutral"
"s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama","negative"
"Wouldn't be a bad idea to bring back the tap to tweet function guys @apple @twitter","neutral"
"Yo @apple I didn't need a subject line for my text &amp; iMessages folk.","neutral"
"Thank you @apple","positive"
"Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?","negative"
"@apple yo when ya coming out with the charger case for the 6? Hurr Up","negative"
"Thanks @apple for 'Keep Newer' when transferring files from a local hard drive to a server.","positive"
"Also I've had my iPhone 6 for two days and it's already broken shout out to @apple","negative"
"Dan Nathan: How To Profit From Apple Inc. (AAPL) Stock? http://t.co/JzTjVsJKhj #AAPL","neutral"
"@swerviinnn @Apple maybe stop being a whore for once and sleep","negative"
"Apple Inc. Deleted Non-iTunes Music Off iPods http://t.co/UE6JaM5vc3 #AAPL","neutral"
"Being held hostage at @apple - They are replacing the whole phone. Last backup at 630 a.m. this morning so anything since was byebyebye.","negative"
"http://t.co/JrU4mZeGcG""","neutral"
"Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.","negative"
"@apple pls make better chargers :)","negative"
"http://t.co/bTK0MWUBa6""","positive"
"Full-Time #Trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb","neutral"
"RT @peterpham: Bought my @AugustSmartLock at the @apple store..pretty good logo match . can't wait to install it! http://t.co/z8VKMhbnR3","positive"
"http://t.co/VNp8xeBow6""","positive"
"The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh","neutral"
"if i fail poli sci because of this fucking laptop i'm suing @apple","negative"
"http://t.co/Le2r9f5crg""","neutral"
"Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL","neutral"
"6 Reasons #Apple Could Have Fallen 6% Yesterday - Forbes #aapl  http://t.co/8v2qhZG65Z","neutral"
".@Apple #HealthKit first movers featured at @mHealthsummit | Mobiquity's own @snyder4g also panelist @mhealth14 http://t.co/mrLT6wCnPE","neutral"
"#AAPL:Apple heads to trial over digital music claims...http://t.co/vOpYSuiVKi","neutral"
"RT @fakebananas: Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc","positive"
"#SteveJobs Predicted The Future Of #ECommerce Back In 1996 And Got It Exactly Right #aapl http://t.co/uKFVal2EAU","neutral"
"http://t.co/G0TeDLCB9z""","neutral"
"Ok I muted the groupchat but I still get notifications uhm @apple what the hell","negative"
"Dear @Apple I would like an #iMac with touch screen more than a watch","neutral"
"my alarm was set the ringer was on and it just refused to work fuck u @apple","negative"
"http://t.co/ncmRj5QUqL""","neutral"
"Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple fin... http://t.co/cO00B5KQOi #startup #nyc","neutral"
"ur stuff sucks""","negative"
"Steve Wozniak tries to gut the legacy of the late Steve Jobs. #uncool @apple http://t.co/ccPbgibI7B via @BloombergTV","negative"
"Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL","neutral"
"http://t.co/snXCwUk1pI""","negative"
"Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it","negative"
"RT Different is Normal http://t.co/6cbUmYzRlm + #FrankCaliendo #IanSomerhalder #RyanDorsey #DanBilzerian #AAPL","neutral"
"Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.","positive"
"My iPhones working without a SIM card on 3G (not on wifi) #wtf @apple","neutral"
"Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash http://t.co/OxWmavCScN","positive"
"RT @SanfordDiday: New @Apple Patent From PrimeSense Covers Kinect-Style 3D Space痒Mapping http://t.co/RKEV5meNtM via @techcrunch #cooltech","neutral"
"@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal","neutral"
"You'd think safari would work well since it's an apple product but no it's been freezing constantly. Such crap products @apple","negative"
"@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!","positive"
"http://t.co/ISJv7tZk0l""","neutral"
"RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive"
"I'm still mad @apple","negative"
"http://t.co/rwGf20VByx""","neutral"
"A for @air_mun http://t.co/NguX60BCr1""","neutral"
"Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.","negative"
"@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.","negative"
"http://t.co/7vqhjJ7BWC http://t.co/NHthTHaG3g""","neutral"
"My phone died on 23% @apple what the fuck is this","negative"
"In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose","neutral"
"#apple #africa @cnn #cnn""","negative"
"Why isn't @Apple on Twitter? http://t.co/J37ja6MrpE","neutral"
"@Anna_Cochrane @Apple Shouldn't you be out walking Anna? Pick me up a iPhone 6 128g while you're there. I can DM an address.","neutral"
"@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL","neutral"
"@OneRepublic @Apple Thanks for sharing pics. Awesome guys! :)","positive"
"Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA","positive"
"The stage is set at @apple #cwb for @edwardkb @lielaineyl @cc_nimbu @jethromullen Vivien Liu #instasavvy http://t.co/51HQnC7S2O","neutral"
"#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa","neutral"
"#tech http://t.co/0cuTGtm7fF""","neutral"
"i went from @Samsungtweets to @apple #overnight #whathappened","neutral"
"itunes is awful &amp; is ruining my life fix your shit @apple","negative"
"@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation","neutral"
"hey @apple fuck you","negative"
"Never ever buy an @apple itouch they are worthless","negative"
"what the hell why did lucy's songs just delete off my phone I HATW YOU @iTunesMusic @apple","negative"
"http://t.co/FlFWmJ5LkH""","neutral"
"Lmao oh my god why the fuck did it autocorrect it from 'gonna' to 'finna' ahahahah @apple u ghetto child ass youuu http://t.co/H9x2YCwx0T","negative"
"#ios8 upgrade creates #cutandpaste problems @apple not impressed. Anyone else ha","negative"
"#Apple Campus 2 December 2014 update + Drone Flyover video - http://t.co/WvHhksxGD3 #AAPL #CompanyTagged http://t.co/x3B0qMBvkp","neutral"
"@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks","negative"
"Fuck you @Apple my phone has been searching for service for almost a complete day","negative"
"@Shagale @apple why'd you do this to us?!","negative"
"I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple","negative"
"Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple","negative"
"Photo credit: iPhone http://t.co/QBtDib92Lo""","neutral"
"http://t.co/UPgQSDVrxP  #investing  #stocks #aapl http://t.co/EQYG01tPna""","neutral"
"fuck you for BREAKING MY MUSIC @apple","negative"
"@fullcircleone ThanX! Big @Apple ThanX goes 2 @stackizshort &amp; @Rebelutionary_Z on the ground #Ferguson2NYC #BlackLivesMatter #ICantBreathe","positive"
"@BmoneySlamdog23 @Apple every time I type the word yA it capitalizes the a. Drives me nuts.","negative"
"@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.","negative"
"@Apple lawsuit could collapse as new #evidence comes to fore http://t.co/w3h3JSDFLq","neutral"
"First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree","neutral"
"#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple","negative"
"http://t.co/hpC7p1rHvAneed help on using your #Apple #iPhone6 &amp; #iPhone6Plus ? #checkitout@applenws @apple http://t.co/K3fQHPazMc","neutral"
"@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+","negative"
"http://t.co/ciGlB3SYfl""","neutral"
"Is Apple The Most Important Stock On Earth? http://t.co/gXoZJYZdNy #AAPL","neutral"
"@AzakFeverAFC @Apple Do you need Intel. Dm. JW.","neutral"
"@Apple planning to strengthen #India presence with 500 stores across #cities and #towns http://t.co/FbJHxEl328","neutral"
"https://t.co/ULMcDsEcin""","neutral"
"@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple http://t.co/e2yGDaL3ge","neutral"
"took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE","negative"
"Just did my first transaction with @Apple Pay using my @Chase card. Very neat.","positive"
"RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative"
"http://t.co/NDlLVROPDb""","neutral"
"Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen... http://t.co/2XLmDI61HF","neutral"
"Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL","neutral"
"@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!","negative"
"New @Apple Patent From PrimeSense Covers Kinect-Style 3D Space痒Mapping http://t.co/RKEV5meNtM via @techcrunch #cooltech","neutral"
"There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.","negative"
"@Apple why is flag next to delete in email? Wouldn't it make more sense next to Mark as unread on the other side? accidentally deleting","negative"
"wtf is my conputer doing I left it alone for five minutes and it does this?? help @apple @billgates http://t.co/KTmXOrp03w","negative"
"RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks","negative"
"http://t.co/ahKJeeKqdi""","neutral"
"Apple Inc. Flash Crash: What You Need to Know http://t.co/Ko9PT6yuMV #AAPL","neutral"
"Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely","neutral"
"@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!","negative"
".@Apple needs to consider these emoji's! I REALLY NEED THEM IN MY LIFE!!! http://t.co/HYpcrcgJ44 via @buzzfeed","neutral"
"First to own 2600 digital languages is the NEW leader of the Internet. .@Samsung  .@google .@apple .@Micromax_Mobile #onlinegaming  .@WoW_en","neutral"
"if my phone dies mid tweet I will SUE you @apple","negative"
"http://t.co/lyomrvbCe0""","neutral"
"@swerviinnn @Apple multiply by 100","neutral"
"MY T-MOBILE/APPLE CELLULAR HELL! http://t.co/Gs9wNwmawu @apple @TMobile #iPhone6 #iPhone6Plus #Apple #TMobile #tech http://t.co/auHhLb0Plv","negative"
"http://t.co/yvpAZQUmNt""","neutral"
"@OneRepublic @Apple this is awesome! Can I join?","positive"
"#IPhone6 #Plus Captures 41% of US #phablet Sales #aapl http://t.co/pbM5D7Z7Gw","neutral"
"http://t.co/KgB8fuFlo3""","neutral"
"#tech http://t.co/dWX2Q7sS6F""","neutral"
"http://t.co/jmpX51PCgL""","neutral"
"Holiday weekend @apple v #android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh","neutral"
"http://t.co/s5ymu0u1Rb""","neutral"
"http://t.co/l5flNuBtBa""","positive"
"http://t.co/gZXeMYRwln http://t.co/stDkprq0SR""","neutral"
"Former Apple Inc. Exec Gets A Year In Prison For Selling Secrets http://t.co/6Ya9YQwVlR #AAPL","negative"
"@ggwpapple higher ups can link that link back to your @apple.com email address","neutral"
"my iphone6 plus is impossible to hold without a cover it slides out if my hand #apple #iphone @apple","negative"
"RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb","neutral"
"'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia","negative"
"Alabama anti-discrimination bill to be named after Apple's Tim Cook http://t.co/tnuYzI7QbT #AAPL","neutral"
"http://t.co/Jxo4stP9b7""","neutral"
"http://t.co/ueCSTwoPcp""","neutral"
"Why did @apple send me a new computer today and it is broken... #whyamihavingtomakegeniusbarappointmentsalready","negative"
"Watch out @Apple.  http://t.co/B3Uq7YeDlx","neutral"
"@apple my laptop is burning my legs what do u have to say about this","negative"
"http://t.co/iQOYgnD72G""","neutral"
"Worth reading: #design comparison of @Google and @Apple's map apps: http://t.co/7vGUivRy0C #UX","neutral"
"RT @tschwettman: hey @apple why won't you let me facetime claire stop being rude","negative"
"RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that","positive"
"@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt","negative"
"RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom","neutral"
"@apple I wish camera on the side in next #iPhone and #landscapeTwitter on @twitter app in new #2015! #RD","neutral"
"DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W","negative"
"@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free","positive"
"Headed to @IKEA and @Apple Store today. Yikes or Yay? #dayoffduties","neutral"
"Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd","negative"
"Sprint Offering to Halve Wireless Bills for Customers Switching From AT&amp;T or Verizon [iOS Blog] http://t.co/Chvmx9EHiy #AAPL","neutral"
"There needs to be a Texas flag emoji @apple","neutral"
"RT @JOJOxSweat: WHY MY CHARGERS ALWAYS GET NECKS &amp; SHIT @apple","negative"
"JMP raises Apple Inc price target to $150 on 'exceptionally strong' demand for ... http://t.co/SOmV4lx8Ao #AAPL","neutral"
"Pencil Skirt and Pacifier: Tech Tuesday: All About the Leather @apple http://t.co/vRRxo3SV0c","neutral"
"nut kicks. http://t.co/64hu4wqNkV""","negative"
"UBS hikes FQ1 #iPhone forecast following Google checks #AAPL http://t.co/92YmzRBBuw","neutral"
"http://t.co/EToKp308cW""","neutral"
"@apple you are loosing all the things that used to make you so much better to live with than windows","negative"
"Photographing the White House Christmas Decorations With an iPhone 6 by @BrooksKraftFoto  @apple http://t.co/lPDqbJqnV5","neutral"
"Lol tryna figure out why this file say its from 1984? @tim_cook @apple @StephanieKMBC http://t.co/oxgYTgW3P7","neutral"
"Here Is The New @iPad Ad #aapl http://t.co/Ec6QKDdTsK http://t.co/Cbpe7mtKvb","neutral"
"@5SOS OMG THIS WOULD ACTUALLY BE A RLLY CUTE EMOJI @apple","neutral"
"RT @Totterdells: Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF","neutral"
"@Apple with the Hour of Code for @codeorg http://t.co/mCxrLxX9kb via @TechCrunch. How about startups join and teach coding too?","neutral"
"Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help","negative"
"@Apple co-founder Steve Wozniak talks about Steve Jobs &amp; Apples early days. via @DesignTaxi http://t.co/JWxSOuTLP7","neutral"
"http://t.co/w6zGbxeEs0""","neutral"
"@Apple!! What the heck??? My phone screen looks like it lost a battle with a windstorm! http://t.co/HcTgCIjxBS","negative"
"It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive"
"RT @IHCFO: Gonna go out on a limb. #Twtr will be this decade's #AAPL.","neutral"
"@OneRepublic @Apple #AppleAddict ! The show in Paris was Amazing !!!! Thank you guys !!!! See you soon !","positive"
"Thank you @Apple","positive"
"@thehill @Apple i cite the 4th amendment as a retort","neutral"
"@Apple the no caller ID thing is scary as heck and I suggest you stop it","negative"
"THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7","neutral"
"Apple Inc. Weekly Roundup: Facebook Ads &amp; iPad 4 http://t.co/1YrNUvCJel #AAPL","neutral"
"@apple thank you http://t.co/wmSinAAuQf","positive"
"This is why I would never want to own an @apple device. But sadly people seem to be okay with that. http://t.co/EK4vESbigs","negative"
"how do I have 1% then plug in my phone and jumps to 4% @apple stop playing games","negative"
"@Apple YOU'RE NOT EVEN THE REAL FUCKING APPLE COMPANY WHAT THE FUCK AM I SUPPOSED TO DO","negative"
"'@Apple: What to Expect in 2015' http://t.co/36w26XZlzb","neutral"
"http://t.co/AD9wcBYfRa""","neutral"
"I swear to fuck I would rather cut and splice physical fucking tape than dick around with one more @Apple product with shit design.","negative"
"Thank u @Apple for having outstanding customer service &amp; exchanging a phone case that was clearly not made 4 the power user #customerforlife","positive"
"Great time had @Apple store on Friday. @RussellFerg &amp; his #krumpers &amp; a #talkBack http://t.co/N6RdHXm2oP @TWDanceCenter #UrbanNutcracker","positive"
"Grandma needs a watch. @Samsung  @apple @mota""","neutral"
"Is @apple the most searched for company and @google the most searched on platform?","neutral"
"Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks","negative"
"tell ur update to stop capitalizing everything @apple","negative"
"can we get a touch screen macbook @apple","neutral"
"Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys","neutral"
"Zoonova What-If analysis #AAPL #LNKD #FB #GOOGL #TSLA Stocks Options Bonds FRN MM. % -10 bps Vol + 20% Nasdaq 4500 http://t.co/NpIEpe7dp5","neutral"
"5 Companies Growing Faster Than Apple Inc. http://t.co/SvbEfgMS7O #AAPL","neutral"
"Thank you to the nice lady at @Apple in #RegentsStreet for helping me grab my phone today ^_^ You are a life saver!","positive"
"Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c","neutral"
"My apps @apple #ipodtouch5thgen http://t.co/ttEzGarBXd http://t.co/8bUawltG4i","neutral"
"All they do is steal your money @apple :)","negative"
"An OSX update just bricked my MacBook Pro!. @apple fuck..","negative"
"Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...","negative"
"@apple on hold 56 min....","negative"
"@engadget why are apple users surprised? @apple tells them how to hold their phones what's on their phones &amp; what they can listen to #isheep","negative"
"How do I only have 12.7 GB used if my phone is 16 GB? @Apple http://t.co/itSSqNqLIa","negative"
"http://t.co/okgLdIN1ny""","neutral"
"Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL","neutral"
"@engadget @apple It happened to me.","neutral"
"I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO","negative"
"Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq","negative"
"@PatrickPaltrow @Apple between 4 and 8","neutral"
"@nialIhburn @Apple TRES","neutral"
"@apple your freaking computer went psycho and ruined my life thanks a lot!!!","negative"
